DateTime parsed,Weight on Bit kkgf,Average Surface Torque kN.m,Rate of Penetration m/h,Total Depth m,Bit Depth (MD) m,Average Rotary Speed rpm
2009-06-27 19:43:30+00:00,,,,892.0,,
2009-06-27 19:44:00+00:00,,,,892.0,,
2009-06-27 19:44:30+00:00,,,,892.0,,
2009-06-27 19:45:00+00:00,,,,892.0,,
2009-06-27 19:45:30+00:00,,,,892.0,,
2009-06-27 19:46:00+00:00,,,,892.0,,
2009-06-27 19:46:30+00:00,,,,892.0,,
2009-06-27 19:47:00+00:00,,,,892.0,,
2009-06-27 19:47:30+00:00,,,,892.0,,
2009-06-27 19:48:00+00:00,,,,892.0,,
2009-06-27 19:48:30+00:00,,,,892.0,,
2009-06-27 19:49:00+00:00,,,,892.0,,
2009-06-27 19:49:30+00:00,,,,892.0,,
2009-06-27 19:50:00+00:00,,,,892.0,,
2009-06-27 19:50:30+00:00,,,,892.0,,
2009-06-27 19:51:00+00:00,,,,892.0,,
2009-06-27 19:51:30+00:00,,,,892.0,,
2009-06-27 19:52:00+00:00,,,,892.0,,
2009-06-27 19:52:30+00:00,,,,892.0,,
2009-06-27 19:53:00+00:00,,,,892.0,,
2009-06-27 19:53:30+00:00,,,,892.0,,
2009-06-27 19:54:00+00:00,,,,892.0,,
2009-06-27 19:54:30+00:00,,,,892.0,,
2009-06-27 19:55:00+00:00,,,,892.0,,
2009-06-27 19:55:30+00:00,,,,892.0,,
2009-06-27 19:56:00+00:00,,,,892.0,,
2009-06-27 19:56:30+00:00,,,,892.0,,
2009-06-27 19:57:00+00:00,,,,892.0,,
2009-06-27 19:57:30+00:00,,,,892.0,,
2009-06-27 19:58:00+00:00,,,,892.0,,
2009-06-27 19:58:30+00:00,,,,892.0,,
2009-06-27 19:59:00+00:00,,,,892.0,,
2009-06-27 19:59:30+00:00,,,,892.0,,
2009-06-27 20:00:00+00:00,,,,892.0,,
2009-06-27 20:00:30+00:00,,,,892.0,,
2009-06-27 20:01:00+00:00,,,,892.0,,
2009-06-27 20:01:30+00:00,,,,892.0,,
2009-06-27 20:02:00+00:00,,,,892.0,,
2009-06-27 20:02:30+00:00,,,,892.0,,
2009-06-27 20:03:00+00:00,,,,892.0,,
2009-06-27 20:03:30+00:00,,,,892.0,,
2009-06-27 20:04:00+00:00,,,,892.0,,
2009-06-27 20:04:30+00:00,,,,892.0,,
2009-06-27 20:05:00+00:00,,,,892.0,,
2009-06-27 20:05:30+00:00,,,,892.0,,
2009-06-27 20:06:00+00:00,,,,892.0,,
2009-06-27 20:06:30+00:00,,,,892.0,,
2009-06-27 20:07:00+00:00,,,,892.0,,
2009-06-27 20:07:30+00:00,,,,892.0,,
2009-06-27 20:08:00+00:00,,,,892.0,,
2009-06-27 20:08:30+00:00,,,,892.0,,
2009-06-27 20:09:00+00:00,,,,892.0,,
2009-06-27 20:09:30+00:00,,,,892.0,,
2009-06-27 20:10:00+00:00,,,,892.0,,
2009-06-27 20:10:30+00:00,,,,892.0,,
2009-06-27 20:11:00+00:00,,,,892.0,,
2009-06-27 20:11:30+00:00,,,,892.0,,
2009-06-27 20:12:00+00:00,,,,892.0,,
2009-06-27 20:12:30+00:00,,,,892.0,,
2009-06-27 20:13:00+00:00,,,,892.0,,
2009-06-27 20:13:30+00:00,,,,892.0,,
2009-06-27 20:14:00+00:00,,,,892.0,,
2009-06-27 20:14:30+00:00,,,,892.0,,
2009-06-27 20:15:00+00:00,,,,892.0,,
2009-06-27 20:15:30+00:00,,,,892.0,,
2009-06-27 20:16:00+00:00,,,,892.0,,
2009-06-27 20:16:30+00:00,,,,892.0,,
2009-06-27 20:17:00+00:00,,,,892.0,,
2009-06-27 20:17:30+00:00,,,,892.0,,
2009-06-27 20:18:00+00:00,,,,892.0,,
2009-06-27 20:18:30+00:00,,,,892.0,,
2009-06-27 20:19:00+00:00,,,,892.0,,
2009-06-27 20:19:30+00:00,,,,892.0,,
2009-06-27 20:20:00+00:00,,,,892.0,,
2009-06-27 20:20:30+00:00,,,,892.0,,
2009-06-27 20:21:00+00:00,,,,892.0,,
2009-06-27 20:21:30+00:00,,,,892.0,,
2009-06-27 20:22:00+00:00,,,,892.0,,
2009-06-27 20:22:30+00:00,,,,892.0,,
2009-06-27 20:23:00+00:00,,,,892.0,,
2009-06-27 20:23:30+00:00,,,,892.0,,
2009-06-27 20:24:00+00:00,,,,892.0,,
2009-06-27 20:24:30+00:00,,,,892.0,,
2009-06-27 20:25:00+00:00,,,,892.0,,
2009-06-27 20:25:30+00:00,,,,892.0,,
2009-06-27 20:26:00+00:00,,,,892.0,,
2009-06-27 20:26:30+00:00,,,,892.0,,
2009-06-27 20:27:00+00:00,,,,892.0,,
2009-06-27 20:27:30+00:00,,,,892.0,,
2009-06-27 20:28:00+00:00,,,,892.0,,
2009-06-27 20:28:30+00:00,,,,892.0,,
2009-06-27 20:29:00+00:00,,,,892.0,,
2009-06-27 20:29:30+00:00,,,,892.0,,
2009-06-27 20:30:00+00:00,,,,892.0,,
2009-06-27 20:30:30+00:00,,,,892.0,,
2009-06-27 20:31:00+00:00,,,,892.0,,
2009-06-27 20:31:30+00:00,,,,892.0,,
2009-06-27 20:32:00+00:00,,,,892.0,,
2009-06-27 20:32:30+00:00,,,,892.0,,
2009-06-27 20:33:00+00:00,,,,892.0,,
2009-06-27 20:33:30+00:00,,,,892.0,,
2009-06-27 20:34:00+00:00,,,,892.0,,
2009-06-27 20:34:30+00:00,,,,892.0,,
2009-06-27 20:35:00+00:00,,,,892.0,,
2009-06-27 20:35:30+00:00,,,,892.0,,
2009-06-27 20:36:00+00:00,,,,892.0,,
2009-06-27 20:36:30+00:00,,,,892.0,,
2009-06-27 20:37:00+00:00,,,,892.0,,
2009-06-27 20:37:30+00:00,,,,892.0,,
2009-06-27 20:38:00+00:00,,,,892.0,,
2009-06-27 20:38:30+00:00,,,,892.0,,
2009-06-27 20:39:00+00:00,,,,892.0,,
2009-06-27 20:39:30+00:00,,,,892.0,,
2009-06-27 20:40:00+00:00,,,,892.0,,
2009-06-27 20:40:30+00:00,,,,892.0,,
2009-06-27 20:41:00+00:00,,,,892.0,,
2009-06-27 20:41:30+00:00,,,,892.0,,
2009-06-27 20:42:00+00:00,,,,892.0,,
2009-06-27 20:42:30+00:00,,,,892.0,,
2009-06-27 20:43:00+00:00,,,,892.0,,
2009-06-27 20:43:30+00:00,,,,892.0,,
2009-06-27 20:44:00+00:00,,,,892.0,,
2009-06-27 20:44:30+00:00,,,,892.0,,
2009-06-27 20:45:00+00:00,,,,892.0,,
2009-06-27 20:45:30+00:00,,,,892.0,,
2009-06-27 20:46:00+00:00,,,,892.0,,
2009-06-27 20:46:30+00:00,,,,892.0,,
2009-06-27 20:47:00+00:00,,,,892.0,,
2009-06-27 20:47:30+00:00,,,,892.0,,
2009-06-27 20:48:00+00:00,,,,892.0,,
2009-06-27 20:48:30+00:00,,,,892.0,,
2009-06-27 20:49:00+00:00,,,,892.0,,
2009-06-27 20:49:30+00:00,,,,892.0,,
